beer_id,brew_id,beer,abv,ibu,ounces,style,style2
1298,309,Sockeye Belgian Style Summer Ale,0.05,NA,16,Witbier,NA
1299,30,Supermonk I.P.A.,0.065,NA,12,Belgian IPA,NA
1300,433,Gateway Kolsch Style Ale,0.053,32,12,KÃ¶lsch,NA
1301,212,Easy Livin' Summer Ale,0.045,NA,12,American Blonde Ale,American Blonde Ale
1302,432,Blur India Pale Ale,0.074,60,12,American IPA,American IPA
1303,380,6-4-3 Double Play Pilsner,0.052,NA,12,German Pilsener,NA
1304,431,Slimy Pebble Pils,0.045,NA,12,German Pilsener,NA
1305,431,Station 33 Firehouse Red,0.055,NA,12,Irish Red Ale,NA
1306,431,Buck Snort Stout,0.061,NA,12,American Stout,NA
1307,431,Paleo IPA,0.06,NA,12,English India Pale Ale (IPA),NA
1308,430,Rhino Chasers Pilsner,0.0559999999999999,55,12,Czech Pilsener,NA
1309,430,Face Plant IPA,0.062,65,12,American IPA,American IPA
1310,300,Boston Lager,0.049,30,12,Vienna Lager,NA
1311,323,Geary's Summer Ale,0.06,NA,12,KÃ¶lsch,NA
1312,384,Westbrook Gose,0.04,5,12,Gose,NA
1313,234,Harpoon Octoberfest,0.055,30,12,MÃ¤rzen / Oktoberfest,NA
1314,25,Popcorn Pilsner,0.054,NA,16,German Pilsener,NA
1315,51,Upslope Imperial India Pale Ale,0.099,90,19.2,American Double / Imperial IPA,American Double / Imperial IPA
1316,424,Colorojo Imperial Red Ale,0.0819999999999999,NA,12,American Strong Ale,NA
1317,278,Steel Rail Extra Pale Ale,0.053,20,12,American Pale Ale (APA),American Pale Ale (APA)
1318,181,Wild Wolf Wee Heavy Scottish Style Ale,0.057,20,12,Scotch Ale / Wee Heavy,NA
1319,380,Pernicious Double IPA,0.096,NA,12,American Double / Imperial IPA,American Double / Imperial IPA
1320,380,Last Call Imperial Amber Ale,0.08,NA,12,American Amber / Red Ale,American Amber / Red Ale
1321,380,Brewerhood Brown Ale,0.055,NA,12,American Brown Ale,NA
1322,429,Green Bullet Organic India Pale Ale,0.07,45,16,American IPA,American IPA
1323,428,Schlafly Black Lager,0.05,NA,12,Schwarzbier,NA
1324,428,Schlafly Yakima Wheat Ale,0.05,45,12,American Pale Wheat Ale,American Pale Wheat Ale
1325,393,Big Rod Coconut Ale,0.053,16,12,American Blonde Ale,American Blonde Ale
1326,171,Boont Amber Ale,0.0579999999999999,15,12,American Amber / Red Ale,American Amber / Red Ale
1327,171,Hop Ottin' IPA,0.07,80,12,American IPA,American IPA
1328,389,Deviant Dale's IPA,0.08,85,16,American Double / Imperial IPA,American Double / Imperial IPA
1329,30,I.W.A. (2011),0.06,NA,12,American Pale Wheat Ale,American Pale Wheat Ale
1330,427,Track 1 Amber Lager,0.045,NA,16,American Amber / Red Lager,NA
1331,343,Hardywood Cream Ale,0.044,18,12,Cream Ale,NA
1332,426,Greenbelt Farmhouse Ale,0.051,20,12,Saison / Farmhouse Ale,NA
1333,426,Quakertown Stout,0.092,50,12,American Double / Imperial Stout,NA
1334,356,Dreamin' Double IPA,0.085,85,12,American Double / Imperial IPA,American Double / Imperial IPA
1335,314,Float Trip Ale,0.045,18,16,American Blonde Ale,American Blonde Ale
1336,139,Core ESB,0.061,NA,12,Extra Special / Strong Bitter (ESB),NA
1337,139,Core Oatmeal Stout,0.057,NA,12,Oatmeal Stout,NA
1338,83,Old Chico Crystal Wheat,0.048,26,12,American Pale Wheat Ale,American Pale Wheat Ale
1340,234,UFO Pumpkin,0.059,20,12,Pumpkin Ale,NA
1341,425,Magic Apple,0.05,NA,12,Cider,NA
1342,425,First Press,0.05,NA,12,Cider,NA
1343,251,Barrio Tucson Blonde,0.045,NA,12,American Blonde Ale,American Blonde Ale
1344,255,Classique,0.045,NA,12,Saison / Farmhouse Ale,NA
1345,424,Patty's Chile Beer,0.042,NA,12,Chile Beer,NA
1346,423,Habitus IPA,0.08,86,16,American IPA,American IPA
1347,25,Bourbon Barrel Cowbell,,NA,16,American Porter,NA
1348,342,KelSo Pilsner,0.055,23,12,Czech Pilsener,NA
1349,300,Boston Lager,0.049,30,16,Vienna Lager,NA
1350,171,Summer Solstice,0.0559999999999999,4,12,Cream Ale,NA
1351,423,Grazias,0.063,30,16,Cream Ale,NA
1352,10,Contemplation,0.065,NA,16,BiÃ¨re de Garde,NA
1353,198,Alphadelic IPA,0.065,90,12,American IPA,American IPA
1354,198,541 American Lager,0.048,13,12,American Pale Lager,NA
1355,356,Schuylkill Punch,0.06,14,12,Fruit / Vegetable Beer,NA
1356,356,Monk from the 'Yunk,0.09,30,12,Tripel,NA
1357,131,Point Oktoberfest,0.057,15,16,MÃ¤rzen / Oktoberfest,NA
1359,299,Saranac Shandy,0.042,NA,12,Shandy,NA
1360,107,Screaming Eagle Special Ale ESB,0.048,38,12,Extra Special / Strong Bitter (ESB),NA
1361,248,Half Full Bright Ale,0.052,18,12,American Blonde Ale,American Blonde Ale
1362,252,Casinos IPA,0.07,NA,16,English India Pale Ale (IPA),NA
1363,371,Grisette,0.0559999999999999,25,12,Grisette,NA
1364,361,Big Bowl Blonde Ale,0.05,NA,12,American Brown Ale,NA
1365,145,Pumple Drumkin,0.06,NA,12,Pumpkin Ale,NA
1366,25,Stupid Sexy Flanders,0.063,23,16,Flanders Oud Bruin,NA
1367,25,Bourbon Barrel Aged Timmie,0.099,75,16,Russian Imperial Stout,NA
1369,141,Gwar Beer,0.055,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1370,397,Ruhstaller's Gilt Edge Lager Beer,0.048,42,12,American Amber / Red Lager,NA
1371,422,Green Collar,0.059,NA,12,Mead,NA
1372,422,Yellow Collar,0.059,NA,12,Mead,NA
1373,421,Black Raspberry Nectar,0.08,NA,16,Mead,NA
1374,421,Sunshine Nectar,0.08,NA,16,Mead,NA
1375,421,Nectar of the Hops,0.08,NA,16,Mead,NA
1376,185,Hard Apple,0.068,NA,16,Cider,NA
1377,185,Blue Gold,0.068,NA,16,Cider,NA
1378,185,Totally Roasted,0.068,NA,16,Cider,NA
1379,234,Harpoon IPA,0.059,42,12,American IPA,American IPA
1380,234,Harpoon Summer Beer,0.05,28,12,KÃ¶lsch,NA
1381,301,Endless Sun Ale,0.045,NA,16,American Pale Wheat Ale,American Pale Wheat Ale
1382,369,Crank Yanker IPA,0.078,74,16,American IPA,American IPA
1383,420,Beaver Logger,0.052,19,12,American Pale Lager,NA
1384,355,Elephant Rock IPA,0.07,75,12,American IPA,American IPA
1385,46,Bengali Tiger,0.064,62,16,American IPA,American IPA
1386,46,Righteous Ale,0.063,57,16,Rye Beer,NA
1387,46,Sweet Action,0.052,34,16,Cream Ale,NA
1388,46,The Crisp,0.054,42,16,German Pilsener,NA
1389,25,Osiris Pale Ale,0.0559999999999999,50,16,American Pale Ale (APA),American Pale Ale (APA)
1390,198,Double D Blonde (2013),0.049,20,12,American Blonde Ale,American Blonde Ale
1391,419,Sanitas Black IPA,0.068,65,12,American Black Ale,NA
1392,419,Sanitas Saison Ale,0.0579999999999999,20,12,Saison / Farmhouse Ale,NA
1393,418,Cascadian Dark Ale,0.06,75,12,American Black Ale,NA
1394,301,Old Forge Pumpkin Ale,0.046,20,16,Pumpkin Ale,NA
1395,417,Hazed & Infused,0.049,35,12,American Pale Ale (APA),American Pale Ale (APA)
1396,218,Laughing Dog IPA,0.064,66,12,American IPA,American IPA
1397,218,Two-One Niner,0.048,9,12,American Pilsner,NA
1398,80,Pigwar White India Pale Ale,0.06,60,16,American White IPA,NA
1399,240,Heal the Bay IPA,0.068,65,16,American IPA,American IPA
1400,34,Big Eye India Pale Ale,0.07,75,12,American IPA,American IPA
1401,34,Ballast Point Pale Ale,0.052,23,12,KÃ¶lsch,NA
1402,11,Mind's Eye PA,0.067,74,16,American IPA,American IPA
1403,11,Horny Monk,0.069,20,16,Dubbel,NA
1404,11,North 45 Amber Ale,0.059,25,16,American Amber / Red Ale,American Amber / Red Ale
1405,416,Helen's Blend,0.05,NA,12,Cider,NA
1406,415,Savannah Brown Ale,0.062,55,12,American Brown Ale,NA
1407,415,Tybee Island Blonde,0.047,17,12,American Blonde Ale,American Blonde Ale
1408,414,KÃ¶lsch 151,0.049,16,12,KÃ¶lsch,NA
1409,413,Heavy Machinery IPA Series #1: Heavy Fist,0.07,NA,16,American Black Ale,NA
1410,412,Sand Island Lighthouse,0.051,25,12,KÃ¶lsch,NA
1411,407,Sawtooth Ale,0.054,NA,12,American Blonde Ale,American Blonde Ale
1413,407,Single Hop Ale,0.063,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1415,411,Dry Hard Cider,0.065,NA,16,Cider,NA
1416,411,Dry Cider,0.065,NA,16,Cider,NA
1417,410,Weiss Trash Culture,0.034,6,12,Berliner Weissbier,NA
1418,295,Larry Imperial IPA,0.085,85,12,American Double / Imperial IPA,American Double / Imperial IPA
1419,155,Caldera Pale Ale,0.0559999999999999,55,12,American Pale Ale (APA),American Pale Ale (APA)
1420,25,Grapefruit Jungle (GFJ),0.075,77,16,American IPA,American IPA
1421,107,Live Local Golden Ale,0.047,NA,12,American Blonde Ale,American Blonde Ale
1422,220,West Portal Colorado Common Summer Ale,0.0409999999999999,NA,16,California Common / Steam Beer,NA
1424,309,Boise Co-Op Two Score Ale,0.055,NA,16,Saison / Farmhouse Ale,NA
1425,309,Barrel Aged Seven Devils Imperial Stout,0.099,NA,12,American Double / Imperial Stout,NA
1426,235,Back East Golden Ale,0.049,NA,12,American Blonde Ale,American Blonde Ale
1427,300,Samuel Adams Winter Lager,0.0559999999999999,NA,12,Bock,NA
1428,152,Tin Roof Watermelon Wheat,0.05,21,12,Fruit / Vegetable Beer,NA
1429,375,Pau Hana Pilsner,0.055,NA,12,Czech Pilsener,NA
1430,148,Helios Hefeweizen (2013),0.047,NA,12,Hefeweizen,NA
1431,148,Ghost Rider Pale Ale (2013),0.051,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1432,409,Yard Sale Amber Ale,0.0559999999999999,NA,16,American Amber / Red Ale,American Amber / Red Ale
1433,409,Hat Trick Hop IPA,0.068,NA,16,American IPA,American IPA
1434,335,Wood Chipper India Pale Ale,0.067,70,12,American IPA,American IPA
1435,335,Stone's Throw IPA,0.045,19,12,Scottish Ale,NA
1436,408,Pub Beer,0.05,NA,12,American Pale Lager,NA
1437,310,Atom Splitter Pale Ale,0.05,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1438,190,Presidential Pils,0.048,NA,12,Czech Pilsener,NA
1439,222,Boat Beer,0.042,35,12,American IPA,American IPA
1440,290,Hale's Pale American Ale,0.047,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1441,407,Blown Out Brown,0.052,NA,12,American Brown Ale,NA
1442,182,F5 IPA,0.068,100,16,American IPA,American IPA
1443,10,Trebuchet Double IPA,0.093,NA,16,American Double / Imperial IPA,American Double / Imperial IPA
1444,166,Dale's Pale Ale,0.065,65,12,American Pale Ale (APA),American Pale Ale (APA)
1445,406,Lazy Monk Bohemian Pilsner,0.05,NA,16,Czech Pilsener,NA
1446,365,Great River Golden Ale,0.048,NA,12,American Blonde Ale,American Blonde Ale
1447,309,Hopnoxious Imperial IPA,0.079,NA,12,American Double / Imperial IPA,American Double / Imperial IPA
1448,327,Guest Lager,0.08,NA,16,American Double / Imperial Pilsner,NA
1449,17,Overlord Imperial IPA,0.085,115,16,American Double / Imperial IPA,American Double / Imperial IPA
1450,131,St. Benedict's Winter Ale,0.062,NA,12,Winter Warmer,NA
1451,405,Moirai India Pale Ale,0.07,70,16,American IPA,American IPA
1452,405,Laimas KÃ¶lsch Style Ale,0.05,20,16,KÃ¶lsch,NA
1453,405,Norns Roggenbier,0.05,20,16,Roggenbier,NA
1454,405,Parcae Belgian Style Pale Ale,0.05,20,16,Belgian Pale Ale,NA
1455,405,Sudice American Stout,0.07,58,16,American Stout,NA
1456,336,Powder Hound Winter Ale,0.072,60,12,English Strong Ale,NA
1457,370,Chronic Ale,0.049,NA,16,American Amber / Red Ale,American Amber / Red Ale
1458,125,Karbachtoberfest,0.055,25,12,MÃ¤rzen / Oktoberfest,NA
1459,98,Shipwrecked Double IPA,0.092,75,32,American Double / Imperial IPA,American Double / Imperial IPA
1460,98,El Conquistador Extra Pale Ale,0.048,44,32,American Pale Ale (APA),American Pale Ale (APA)
1461,135,Peacemaker Pilsner,0.0579999999999999,21,12,Czech Pilsener,NA
1462,135,Dead Eye Dunkel,0.06,15,12,Munich Dunkel Lager,NA
1463,135,Hideout Helles,0.069,17,12,Munich Helles Lager,NA
1464,404,Dry Hard Apple Cider,0.069,NA,16,Cider,NA
1465,404,Granny Smith Hard Apple Cider,0.069,NA,16,Cider,NA
1466,394,Ginger Cider,0.065,NA,12,Cider,NA
1467,403,Happy Cider,0.055,NA,16,Cider,NA
1468,402,Wolverine Premium Lager,0.047,15,12,American Pale Lager,NA
1469,239,Tiny Bomb,0.045,23,12,American Pilsner,NA
1470,239,Ananda India Pale Ale,0.062,61,12,American IPA,American IPA
1473,401,Damnesia,0.062,NA,16,American IPA,American IPA
1474,401,Dusty Trail Pale Ale,0.054,NA,16,American Pale Ale (APA),American Pale Ale (APA)
1475,400,Macon Progress Ale,0.05,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1476,399,Squeaky Bike Nut Brown Ale,0.04,NA,16,American Brown Ale,NA
1477,398,Oval Beach Blonde Ale,0.05,11,16,American Blonde Ale,American Blonde Ale
1478,397,CAPT Black IPA,0.073,55,12,American Black Ale,NA
1479,397,1881 California Red,0.0559999999999999,35,12,American Amber / Red Ale,American Amber / Red Ale
1480,12,Grand Rabbits,0.055,NA,12,Cream Ale,NA
1481,12,51K IPA,0.07,51,12,American IPA,American IPA
1482,309,Socktoberfest,0.06,NA,16,MÃ¤rzen / Oktoberfest,NA
1483,235,Back East Porter,0.06,NA,12,American Porter,NA
1484,356,Summer Paradise,0.05,18,12,American Pale Wheat Ale,American Pale Wheat Ale
1485,301,Plowshare Porter,0.055,NA,16,American Porter,NA
1486,301,Resolution Rye Stout,0.068,NA,16,American Stout,NA
1487,301,Falling Down Brown Ale,0.065,65,16,American Brown Ale,NA
1488,322,Pilzilla,0.075,85,12,American Double / Imperial Pilsner,NA
1489,240,Golden Road Hefeweizen,0.046,15,16,Hefeweizen,NA
1490,240,Point the Way IPA,0.059,60,16,American IPA,American IPA
1491,314,Sweet Potato Ale,0.06,24,16,Fruit / Vegetable Beer,NA
1492,209,Blazing World,0.065,115,16,American Amber / Red Ale,American Amber / Red Ale
1493,209,Black House,0.0579999999999999,40,16,American Stout,NA
1494,209,Fortunate Islands,0.047,46,16,American Pale Wheat Ale,American Pale Wheat Ale
1495,209,Lomaland,0.055,30,16,Saison / Farmhouse Ale,NA
1496,12,Coconut Brown Ale,0.068,NA,12,American Brown Ale,NA
1497,118,Valkyrie Double IPA,0.092,100,12,American Double / Imperial IPA,American Double / Imperial IPA
1498,396,Super G IPA,0.06,NA,16,American IPA,American IPA
1500,107,Moe's Original Bar B Que 'Bama Brew Golden Ale,0.047,NA,12,American Blonde Ale,American Blonde Ale
1501,395,Green House India Pale Ale,0.07,NA,12,American IPA,American IPA
1502,154,BrightCider,0.06,NA,12,Cider,NA
1503,394,Oak Aged Cider,0.065,NA,12,Cider,NA
1504,170,Country Boy IPA,0.062,80,12,American IPA,American IPA
1505,379,Flying Jenny Extra Pale Ale,0.06,54,12,American Pale Ale (APA),American Pale Ale (APA)
1506,393,Miami Vice IPA,0.071,62,12,American IPA,American IPA
1507,393,Gator Tail Brown Ale,0.053,30,12,American Brown Ale,NA
1508,393,Shark Bait,0.053,11,12,Fruit / Vegetable Beer,NA
1509,97,Perpetual IPA,0.075,85,12,American IPA,American IPA
1510,97,Troegenator Doublebock,0.0819999999999999,25,16,Doppelbock,NA
1511,199,Worthy Pale,0.06,50,12,American Pale Ale (APA),American Pale Ale (APA)
1512,199,Worthy IPA (2013),0.069,69,12,American IPA,American IPA
1513,199,Lights Out Vanilla Cream Extra Stout,0.077,30,12,American Double / Imperial IPA,American Double / Imperial IPA
1514,199,Easy Day Kolsch,0.045,25,12,KÃ¶lsch,NA
1515,206,3-Way IPA (2013),0.067,NA,16,American IPA,American IPA
1516,317,Ace Hole American Pale Ale,0.063,NA,16,American Pale Ale (APA),American Pale Ale (APA)
1517,107,Pink-I Raspberry IPA,0.068,NA,16,American IPA,American IPA
1518,355,Devils Head Red Ale,0.073,NA,16,American Amber / Red Ale,American Amber / Red Ale
1519,392,Saison 88,0.055,30,12,Saison / Farmhouse Ale,NA
1520,171,Barney Flats Oatmeal Stout,0.057,13,12,Oatmeal Stout,NA
1521,264,Modus Hoperandi,0.068,65,12,American IPA,American IPA
1522,391,Agave Wheat,0.042,9,12,American Pale Wheat Ale,American Pale Wheat Ale
1523,32,Casper White Stout,0.06,NA,12,American Blonde Ale,American Blonde Ale
1524,32,A Capella Gluten Free Pale Ale,0.055,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1525,32,Yabba Dhaba Chai Tea Porter,0.055,NA,12,American Porter,NA
1526,390,HavanÃ¼ther,0.0409999999999999,NA,16,Light Lager,NA
1527,390,BrÃ¼nette,0.042,NA,16,Euro Dark Lager,NA
1528,390,Orlison India Pale Lager,0.067,NA,16,American Pale Lager,NA
1529,390,Lizzy's Red,0.055,NA,16,American Amber / Red Lager,NA
1530,390,Clem's Gold,0.053,NA,16,American Pale Lager,NA
1532,389,Ten Fidy,0.099,98,12,Russian Imperial Stout,NA
1533,389,G'KNIGHT,0.087,85,12,American Double / Imperial IPA,American Double / Imperial IPA
1535,388,Kentucky KÃ¶lsch,0.043,NA,16,KÃ¶lsch,NA
1536,387,CuDa Cascadian Dark Ale,0.074,NA,16,American Black Ale,NA
1537,387,Undun Blonde Ale,0.053,NA,16,American Blonde Ale,American Blonde Ale
1538,386,Stout Ol' Friend,0.064,NA,16,American Stout,NA
1539,385,Monkey Fist IPA,0.069,65,12,American IPA,American IPA
1540,314,Masked Bandit IPA,0.07,NA,16,American Black Ale,NA
1541,380,Double Play Pilsner,,NA,12,American Pilsner,NA
1542,384,One Claw,0.055,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1543,198,Proxima IPA,0.063,70,12,American IPA,American IPA
1544,383,Starr Pils,0.042,20,12,German Pilsener,NA
1545,382,Blue Mountain Classic Lager,0.053,22,12,Euro Pale Lager,NA
1546,382,Steel Wheels ESB,0.065,30,12,Extra Special / Strong Bitter (ESB),NA
1547,382,Full Nelson Pale Ale,0.059,60,12,American Pale Ale (APA),American Pale Ale (APA)
1548,107,Slow & Steady Golden Ale,0.047,NA,12,American Blonde Ale,American Blonde Ale
1549,107,Farmer Wirtz India Pale Ale,0.07,94,16,English India Pale Ale (IPA),NA
1550,351,Charlie in the Rye,0.0579999999999999,55,12,American IPA,American IPA
1551,351,Pop's Old Fashioned Lager,0.052,NA,12,American Amber / Red Lager,NA
1552,164,Dog Days Summer Ale,0.045,28,12,KÃ¶lsch,NA
1554,381,Bermuda Triangle Ginger Beer,0.045,NA,12,Herbed / Spiced Beer,NA
1555,277,Sweet Yamma Jamma Ale,0.05,10,12,Fruit / Vegetable Beer,NA
1556,253,Batch 69 IPA,0.069,69,12,American IPA,American IPA
1557,125,Weekend Warrior Pale Ale,0.055,40,12,American Pale Ale (APA),American Pale Ale (APA)
1558,234,Honey Cider,0.048,NA,12,Cider,NA
1560,125,Mother in Lager,0.0579999999999999,25,12,Munich Dunkel Lager,NA
1561,33,Double Trunk,0.099,101,16,American Double / Imperial IPA,American Double / Imperial IPA
1562,33,Grandma's Pecan,0.069,34,16,English Brown Ale,NA
1563,171,Fall Hornin',0.06,NA,12,Pumpkin Ale,NA
1564,380,1800 Big Log Wheat (2012),0.05,NA,12,American Pale Wheat Ale,American Pale Wheat Ale
1565,15,Centennial IPA,0.072,65,12,American IPA,American IPA
1566,206,Next Adventure Black IPA,0.062,NA,16,American Black Ale,NA
1567,379,Autumn Winds,0.0579999999999999,NA,16,MÃ¤rzen / Oktoberfest,NA
1568,378,Killer Whale Cream Ale,0.055,NA,12,Cream Ale,NA
1569,378,Mad Manatee IPA,0.065,NA,12,American IPA,American IPA
1570,124,Lemon Shandy Tripel,0.09,NA,16,Tripel,NA
1571,377,Slow Hand Stout,0.052,29,16,American Stout,NA
1572,342,KelSo India Pale Ale,0.06,64,12,American IPA,American IPA
1573,219,Plum St. Porter,0.057,52,12,American Porter,NA
1574,365,Barrel Aged Farmer,0.07,22,16,American Brown Ale,NA
1575,376,Polar Night Stout,0.08,NA,16,American Stout,NA
1576,376,RoughTail IPA,0.07,80,16,American IPA,American IPA
1577,376,12th Round,0.076,78,16,American Strong Ale,NA
1578,375,Lahaina Town Brown,0.051,20,12,American Brown Ale,NA
1579,360,OktoberBeast,0.072,22,12,MÃ¤rzen / Oktoberfest,NA
1580,374,Trolley Stop Stout,0.057,40,12,American Stout,NA
1581,110,Hammer & Sickle,0.09,60,12,Russian Imperial Stout,NA
1582,174,Irish Channel Stout,0.068,NA,16,American Stout,NA
1583,373,Wolfman's Berliner,0.038,NA,12,Berliner Weissbier,NA
1584,29,Scruffy's Smoked Alt,0.051,35,16,Smoked Beer,NA
1585,160,Four Peaks Peach Ale,0.042,9,12,Fruit / Vegetable Beer,NA
1586,82,Fat Tire Amber Ale,0.052,18,12,American Amber / Red Ale,American Amber / Red Ale
1587,372,Seven Gates Pale Ale,0.0559999999999999,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1588,371,Sly Fox Christmas Ale 2013,0.055,16,12,Winter Warmer,NA
1589,370,PONTO S.I.P.A.,0.045,NA,16,American IPA,American IPA
1590,369,Pumpkin Patch Ale,0.05,NA,16,Pumpkin Ale,NA
1591,46,Autumnation (2013),0.067,74,16,American IPA,American IPA
1592,368,He Said Belgian-Style Tripel,0.0819999999999999,NA,12,Tripel,NA
1593,368,He Said Baltic-Style Porter,0.0819999999999999,NA,12,Baltic Porter,NA
1594,367,Maylani's Coconut Stout,0.053,35,16,American Stout,NA
1595,309,Dagger Falls IPA,0.063,100,12,American IPA,American IPA
1596,309,Dagger Falls IPA,0.063,100,12,American IPA,American IPA
1597,364,Altus Bohemes Altbier,0.053,NA,12,Altbier,NA
1598,366,Mustang Sixty-Six,0.05,NA,12,American Amber / Red Lager,NA
1599,25,Royal Brat,0.065,55,16,Extra Special / Strong Bitter (ESB),NA
1600,356,Yunkin' Punkin',0.055,NA,12,Pumpkin Ale,NA
1601,300,Cold Snap,0.055,NA,12,Witbier,NA
1602,212,Bear Butte Nut Brown Ale,0.055,NA,12,American Brown Ale,NA
1603,322,Good Vibes IPA,0.073,85,12,American IPA,American IPA
1604,365,Chickawawa Lemonale,0.05,5,12,Fruit / Vegetable Beer,NA
1605,198,Festeroo Winter Ale,0.078,60,12,American Strong Ale,NA
1606,191,Snow King Pale Ale,0.06,55,12,American Pale Ale (APA),American Pale Ale (APA)
1607,364,Bohemian Export Lager,0.06,NA,12,Dortmunder / Export Lager,NA
1608,46,Global Warmer,0.07,70,12,American Strong Ale,NA
1609,313,Initial Point India Pale Ale,0.071,92,12,American IPA,American IPA
1610,16,Half Cycle IPA,0.06,104,16,American IPA,American IPA
1611,363,Better Half,0.068,NA,12,American IPA,American IPA
1612,363,Keeper (Current),0.05,NA,12,American Pilsner,NA
1613,107,Gyptoberfest,0.0559999999999999,26,12,MÃ¤rzen / Oktoberfest,NA
1614,107,Wood Splitter Pilsner,0.048,30,16,Czech Pilsener,NA
1615,362,The 12th Canâ„¢,0.045,32,16,American Pale Ale (APA),American Pale Ale (APA)
1616,160,Pumpkin Porter,0.051,NA,12,American Porter,NA
1617,326,Morgan Street Oktoberfest,0.049,24,12,MÃ¤rzen / Oktoberfest,NA
1618,361,Pumpkin Ale,0.045,NA,12,Pumpkin Ale,NA
1619,361,Hop Slayer Double IPA,0.0819999999999999,100,12,American Double / Imperial IPA,American Double / Imperial IPA
1620,360,Pumpkin Beast,0.062,17,12,Pumpkin Ale,NA
1621,359,Hop Drop 'N Roll IPA,0.072,80,16,American IPA,American IPA
1622,359,Jam Session,0.051,31,16,American Pale Ale (APA),American Pale Ale (APA)
1623,358,Lift Off IPA,0.072,NA,16,American IPA,American IPA
1624,356,Manayunk IPA,0.055,NA,12,American IPA,American IPA
1625,356,Belgian Style Session Ale,0.045,21,12,Belgian Pale Ale,NA
1626,356,Manayunk Oktoberfest,0.067,NA,12,MÃ¤rzen / Oktoberfest,NA
1627,357,Cleveland Beer Week 2013,0.053,NA,16,Munich Helles Lager,NA
1628,356,Festivus (1),0.072,NA,12,Winter Warmer,NA
1629,300,Rebel IPA,0.065,45,16,American IPA,American IPA
1630,74,Night Cat (2014),0.0579999999999999,43,12,American Dark Wheat Ale,NA
1631,255,Brontide,0.05,NA,12,American Black Ale,NA
1632,175,In the Weeds,0.055,NA,12,American Pale Wheat Ale,American Pale Wheat Ale
1633,175,Fat Badger,0.0579999999999999,NA,12,Irish Red Ale,NA
1634,175,Alley Time,0.06,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1635,160,Kilt Lifter Scottish-Style Ale,0.06,21,12,NA,NA
1636,355,Local 5 Pale Ale,0.0559999999999999,NA,16,American Pale Ale (APA),American Pale Ale (APA)
1637,354,Bellingham Beer Week 2013 Collaboration,0.08,NA,16,Belgian Strong Dark Ale,NA
1638,353,Aslan Amber,0.077,NA,16,American Amber / Red Ale,American Amber / Red Ale
1639,353,Aslan IPA,0.077,NA,16,American IPA,American IPA
1640,353,Aslan KÃ¶lsch,0.048,NA,16,KÃ¶lsch,NA
1641,240,Better Weather IPA,0.094,92,16,American IPA,American IPA
1642,352,Bleeding Buckeye Red Ale,0.057,NA,16,Extra Special / Strong Bitter (ESB),NA
1643,318,Banner American Ale,0.035,45,12,American Amber / Red Ale,American Amber / Red Ale
1644,318,Banner American Rye,0.045,20,12,Rye Beer,NA
1645,351,Westfield Octoberfest,0.057,22,12,MÃ¤rzen / Oktoberfest,NA
1646,350,Catch 23,0.075,77,16,American Black Ale,NA
1647,350,Terrace Hill Double IPA,0.095,99,16,American Double / Imperial IPA,American Double / Imperial IPA
1648,350,Lucky Day IPA,0.072,85,16,American IPA,American IPA
1649,350,Chai Ale,0.051,15,16,Herbed / Spiced Beer,NA
1650,139,Arkansas Red,0.052,NA,12,American Amber / Red Ale,American Amber / Red Ale
1651,10,Maize & Blueberry,0.0559999999999999,NA,16,Fruit / Vegetable Beer,NA
1652,349,White Cap White IPA,0.042,NA,16,American White IPA,NA
1653,234,The Long Thaw White IPA,0.062,45,12,American White IPA,NA
1654,321,Hop Bomber Rye Pale Ale,0.055,60,16,American Pale Ale (APA),American Pale Ale (APA)
1655,309,Double Dagger Imperial IPA,0.092,NA,12,American Double / Imperial IPA,American Double / Imperial IPA
1656,25,Wee Muckle,0.09,30,16,Scotch Ale / Wee Heavy,NA
1657,348,Leprechaun Lager,0.04,NA,12,American Pale Lager,NA
1658,347,Cack-A-Lacky,0.05,NA,12,American Pale Ale (APA),American Pale Ale (APA)
1659,190,Evo IPA,0.062,70,12,American IPA,American IPA
1660,190,Immersion Amber,0.052,27,12,American Amber / Red Ale,American Amber / Red Ale
1661,190,Trailhead ISA,0.048,48,12,American IPA,American IPA
1662,256,Wet Hot American Wheat Ale,0.05,22,16,American Pale Wheat Ale,American Pale Wheat Ale
1663,256,Nuclear Winter,0.086,NA,16,Belgian Strong Dark Ale,NA
1664,256,Sobek & Set,0.08,80,16,American Black Ale,NA
1665,102,King Street Blonde Ale,0.049,NA,12,American Blonde Ale,American Blonde Ale
1666,102,King Street Hefeweizen,0.057,10,12,Hefeweizen,NA
1667,102,King Street IPA,0.06,70,12,American IPA,American IPA
1668,150,Overcast Espresso Stout,0.0579999999999999,27,12,American Stout,NA
